ztfname,ra,dec
ZTF20abvyare,25.5560236,-20.7074469
ZTF19abpztlw,25.6946157,-5.3388399
ZTF19abujuex,25.7063536,-27.8618374
ZTF20aagyuvy,25.8481875,13.5086339
ZTF20aaezaxk,25.8703504,22.2008953
ZTF20abjkxwa,25.9576126,30.3539202
ZTF19acblqjf,26.0110714,17.1602021
ZTF18abotcjv,26.0345033,7.9770351
ZTF19acwrqtv,26.0888217,50.1158756
ZTF19acgrbeb,26.1728787,7.9472845
ZTF19aclljyq,26.1892328,7.1646972
ZTF19acgmkrt,26.244093,15.5445766
ZTF19aakkuqb,26.3140399,32.0616326
ZTF20acrudzk,26.3545858,-16.3160639
ZTF18acejgrz,26.5368564,33.7951815
ZTF19abidbqp,26.5463413,-16.284619
ZTF18acsycnc,26.7138063,-8.0584252
ZTF21abuetwv,26.7341032,43.526295
ZTF20acoqpbg,26.7821336,-6.8788322
ZTF21abrzsol,26.7912692,-5.6250534
ZTF19acpfnth,26.8082327,-8.4614262
ZTF22abylryw,26.8124801,-4.2107121
ZTF19abgrcxs,26.8264195,17.3985565
ZTF18abrfccm,26.8628923,0.9676042
ZTF19achjpyc,26.8688949,-17.7865157
ZTF19abzsogy,26.89194,27.857507
ZTF19ababmsi,26.8953004,25.8489567
ZTF20actdeqw,26.9438111,-21.7608408
ZTF20achmgee,26.9466452,42.004541
ZTF19acshfvz,26.9508972,25.5754605
ZTF18abuncpe,26.9736267,42.1959381
ZTF18abwkgvf,27.0201669,-6.795976
ZTF20achbekh,27.1205819,12.8961448
ZTF19abdkfxp,27.1915715,20.2680832
ZTF21abxdibe,27.398557,-23.2010574
ZTF20achtubm,27.5509526,-10.9532783
ZTF23aabsicf,27.5546982,48.4613368
ZTF19aavvvrc,27.6662958,33.085966
ZTF20abglyot,27.6772312,26.8412138
ZTF18abxtvqc,27.6785465,8.0476003
ZTF20abxyajd,27.6799555,-21.7725484
ZTF19acblpaq,27.7505606,3.3123907
ZTF22aaagscm,27.7591935,18.3753596
ZTF18abrcvbu,27.8038133,-3.3866282
ZTF21ablwdur,27.8382843,25.0218209
ZTF22aaagycc,27.8886915,30.6796143
ZTF19acdxlns,27.9511174,21.2955428
ZTF18achmxsx,27.9822961,14.8515995
ZTF21acgzgvm,27.9865544,54.3972728
ZTF18abtywim,28.0156891,-7.6425348
ZTF20acplhku,28.0378755,42.8698091
ZTF22abaxmks,28.0939979,-9.2950294
ZTF20abodgpt,28.2151727,51.0960501
ZTF22abqdmwt,28.2882123,-14.1402038
ZTF18abwztji,28.290304,1.0334636
ZTF21abqqcxf,28.3158041,10.2911987
ZTF20acexvcz,28.3788693,1.5572394
ZTF20achsoln,28.4295104,9.4644466
ZTF20acowddo,28.5245652,7.1496231
ZTF21abrzdqx,28.5631755,2.3041427
ZTF19abzqkdz,28.5699908,14.9589194
ZTF20acowcee,28.6269413,-21.301042
ZTF20ackpivo,28.6375492,-2.9184743
ZTF18abvkszn,28.6514968,46.43653225
ZTF22aamhfyu,28.7353237,37.6074197
ZTF22abvebdc,28.739845,18.36144
ZTF18acbufud,28.7915672,2.4847195
ZTF18acsycdi,28.82580375,5.49287095
ZTF23aabsice,28.8379249,46.5558596
ZTF22aawfjnt,28.8604104,12.0642523
ZTF19accibkt,28.9196328,0.2129904
ZTF20accsfkt,28.9992355,-2.3453422
ZTF22abkpkej,29.0736248,-7.6994735
ZTF21abqvykn,29.1356317,3.8603814
ZTF19abvgnxg,29.145412,39.1409342
ZTF20acpqagp,29.1571172,-5.8117462
ZTF21aabhqng,29.227631,12.0492788
ZTF19acaotrk,29.2602143,7.2920293
ZTF23aaaahln,29.2703524,-0.4668934
ZTF18abuiknd,29.3591728,8.9173106
ZTF21aadloxe,29.3965577,19.8786365
ZTF20ackpjmb,29.4116158,-5.9595463
ZTF18acbyyff,29.4834594,-16.3359097
ZTF19abhdlxp,29.7410383,-2.9764951
ZTF19ackbjtf,29.7699431,-17.3073565
ZTF19acshkft,29.7830447,16.10123
ZTF20aarbozi,29.8502597,21.5827035
ZTF20acxbnjd,29.8619445,4.22923
ZTF19aczllns,29.9178743,5.9820249
ZTF22abdtpru,30.274789,15.3214668
ZTF21aahsqng,30.3094987,27.8434404
ZTF19acgpqxt,30.3148006,3.9063451
ZTF18abotdef,30.3170744,-1.224041
ZTF23aaaifdk,30.3529471,11.3945437
ZTF19acblhgq,30.3917268,-20.619299
ZTF19abyirjl,30.4710853,30.7335817
ZTF23aamwsrh,30.4811237,31.8860222
ZTF22aauexsq,30.499719,21.1065044
ZTF19acetzrc,30.5300289,23.5500474
ZTF22aazjsqj,30.5333978,-20.4060993
ZTF22abamnmb,30.5550582,31.6951844
ZTF20aaivego,30.6101026,10.9665861
ZTF22abyhqkt,30.6643671,-7.0395986
ZTF20abrnvwf,30.6679483,1.5707019
ZTF18abrbywo,30.7248044,-4.1220143
ZTF22abyrqec,30.7251827,31.6140629
ZTF22abfzdjj,30.765764,1.1529353
ZTF21aaglgcb,30.7758628,39.770367
ZTF22abilaka,30.784567,36.730714
ZTF21acdmwae,30.8992137,15.7425994
ZTF20abzcokv,30.9226272,52.1505385
ZTF22abfyynm,31.0917513,-6.6577684
ZTF19abpxcaf,31.0996975,3.1867269
ZTF19achqzdy,31.2140111,4.6685509
ZTF22abftfug,31.3392218,-12.3954411
ZTF19abnimpq,31.3470381,30.7671022
ZTF18abtmbaz,31.4189765,19.0921952
ZTF19adbnfne,31.4550732,27.8456931
ZTF19abdkfqe,31.483337,18.4450115
ZTF19abwsxug,31.5119221,30.6075785
ZTF22aamwznx,31.5125395,29.7919541
ZTF18acrcgyb,31.599281,-13.3736501
ZTF20acdqjeq,31.7055617,44.5875927
ZTF20achbkud,31.7310989,-11.0749472
ZTF18acdzzyf,31.7953104,-9.0247123
ZTF22abyelas,31.8311405,-25.4406342
ZTF18abomwsv,31.8687932,11.153839
ZTF18acpscso,31.9907733,-6.0933657
ZTF18acckwox,32.0215386,23.176898
ZTF20aahtjat,32.1211165,11.234855
ZTF19abpbbxx,32.1514836,6.1121612
ZTF19acyfkbf,32.1951783,12.3361988
ZTF20acpcuwx,32.3070191,33.043918
ZTF20acpkzxq,32.3593086,23.1258923
ZTF21acbvwej,32.389036,-1.1378955
ZTF20aafvzhu,32.4052933,15.2959006
ZTF18abrebsb,32.4080021,-2.785475
ZTF20acuvatg,32.4226718,-6.736654
ZTF20acujaft,32.4227411,-6.7369639
ZTF19aclofmz,32.5072901,44.7980409
ZTF18abvkswd,32.5092042,37.0384378
ATLAS22dsw,32.561570833333334,31.984394444444444
ZTF22aaahbyx,32.5616314,31.9843372
ZTF22abfyukg,32.6307811,18.12955
ZTF18abppdvg,32.6358332,-6.8740859
ZTF20aciqono,32.6358812,-11.8132118
ZTF21aacvupj,32.6412039,32.9177508
ZTF19acfvuxk,32.7385349,29.6283661
ZTF21abnfdqg,32.7621031,36.4817686
ZTF22abveefy,32.7626148,36.4812966
ZTF19aazpnlc,32.7774872,29.3677095
ZTF19abpgggu,32.8041311,25.5820091
ZTF18abzbkby,32.9093811,14.2022629
ZTF19abtcapa,32.9667676,28.3085227
ZTF19abqybcz,33.0188965,-25.7446253
ATLAS22bug,33.04046666666667,-15.063486111111112
ZTF22abecbbd,33.0432302,-6.2108642
ZTF22aayjqzc,33.2963752,-20.4709163
ZTF19acchink,33.3738102,-5.6531955
ZTF18abxhaop,33.4721902,-18.158144
ZTF20aagzchj,33.499492,18.1471951
ZTF22aaagxuu,33.5812009,43.0134866
ZTF19abujhgm,33.5861237,51.696566
ZTF20acmafkf,33.6456268,-6.6340011
ZTF19abycslo,33.8117379,-12.1645192
ZTF18acbuibx,33.8439832,18.7379743
ZTF19abiztut,33.8524762,14.6478232
ZTF18aceathd,33.9240279,-1.1196357
ZTF22abixkze,34.0486223,17.9709934
ZTF22abiyeae,34.1551572,10.2525134
ZTF20abegiry,34.2736135,33.7471319
ZTF20abyxuky,34.3812628,10.5473485
ZTF23aangpoz,34.5511705,37.0926969
ZTF19aclthzj,34.583742,37.4710586
ZTF21abxdact,34.5875576,10.1380535
ZTF20abyjpxx,34.6120058,45.9910859
ZTF19abfqhis,34.6326577,2.9058309
ZTF19acfmwlh,34.6411836,6.6778701
ZTF20acctbbw,34.6699356,50.7869535
ZTF22abkybyq,34.672823,40.2114371
ZTF18abtmtfy,34.6822283,10.0137805
ZTF18acuixmb,34.8147947,16.7609921
ZTF22aaovsee,34.8208651,51.3792448
ZTF21aabhxxj,34.951985,28.4608238
ZTF22abaiyaf,35.0952002,-6.5620684
ZTF18acclexy,35.1567956,25.6044393
ZTF22abpydmh,35.1588138,53.3609682
ZTF22aaagxnb,35.3531589,30.1327218
PS22qg,35.353175,30.13263055555556
ZTF19acyobbz,35.3785983,-3.3149812
ZTF19aablual,35.4243603,-25.9272421
ZTF18acfwmqj,35.4435396,31.7142396
ZTF18abquxjv,35.5772469,-9.6883907
ZTF18acbvcmw,35.5806113,-12.1529284
ATLAS21bnib,35.616933333333336,54.93966111111111
ZTF21abqikvn,35.708463,42.7247278
ZTF21acontmk,35.7457339,35.662541
ZTF22abuqitl,35.7537076,-9.1969703
ZTF21abqvyyz,35.7572037,-0.4194039
ZTF21accuexh,35.7978759,14.3816865
ZTF23aanqwir,35.972581,42.2023623
ZTF19adalouc,36.0549443,-10.5043127
ZTF18abxhsyn,36.1937343,7.3703511
ZTF20abqlgtv,36.2452955,-5.2617291
ZTF22aaygzdb,36.3317101,-2.0015191
ZTF21abwdzio,36.3504259,-18.2451241
ZTF22aaokiwd,36.4296569,24.8627069
ZTF21acmtqzi,36.5175704,31.2097028
ZTF20abpvgzj,36.5771493,-9.8358739
ZTF19acnjwgm,36.6004262,28.5079676
ZTF21abvctva,36.6012934,-16.6704208
ZTF18abshmro,36.6971405,-9.0673118
ZTF20aaexaqw,36.879647,-1.111582
ZTF19acgaxej,36.944664,-3.8021224
ZTF19adbmwto,36.9748982,0.7448119
ZTF18acakjaf,36.9780028,18.0327713
ZTF18acsynfy,37.0568684,26.0602704
ZTF21abgzphy,37.0982135,23.1494348
ZTF22abszapf,37.0990836,-20.9067855
ZTF23aabmbdj,37.136216,36.9419212
ZTF19acqypso,37.3569258,51.2120944
ZTF22abegteh,37.3689634,-5.8483693
ZTF20aacexgb,37.4160263,-27.7514462
ZTF23aaaalsf,37.4325024,-2.980469
ZTF19aahsclk,37.4593774,32.0533794
ZTF19abpfxfs,37.5300368,44.04984
ZTF19acgbzam,37.5441783,14.3359485
ZTF22abudhzo,37.6606177,42.2328432
ZTF20acobvxk,37.6734743,-14.5690408
ZTF18acbvbox,37.7377365,-13.7224959
ZTF18abvsvjs,37.7410835,13.4394367
ZTF19abxtdgh,37.7470354,22.4012425
ZTF20acduffd,37.8381948,43.4647617
ZTF20aclkyhj,37.8929011,-14.1515564
ZTF19abymfqp,37.9113776,9.7477643
ZTF21abwunpp,37.9557922,34.4446257
ZTF21aaiimkv,37.965314,2.0502761
ZTF20abnngbz,37.978416,3.1255996
ZTF18acckoil,37.9808478,3.12604
ZTF20acjdhof,38.0411187,-6.8158979
ZTF21abtxqza,38.0537458,14.9537856
ZTF21abplsas,38.1778604,19.9369505
ZTF21abuetqc,38.4194998,40.66748
ZTF20acobxlz,38.6929058,-13.4555961
ZTF22aaslkoa,38.7225495,36.9132503
ZTF21abovblm,38.9253345,1.2239574
ZTF19abjpkdz,38.9969819,10.4419841
ZTF19aculypc,39.0055922,10.4513555
ZTF18abuhyjv,39.065099,-1.199785
ZTF21abxdcmp,39.1834063,10.5211543
ZTF20achtxbi,39.1906787,20.5540477
ZTF20abnnftk,39.3232902,7.2933475
ZTF22abaqzcm,39.4278495,26.0075241
ZTF23aangpza,39.5197633,43.5741314
ZTF18abvtcoe,39.5475828,26.0192144
ZTF19actzjrf,39.5596583,-15.2725195
ZTF20abmectx,39.572329,41.4499929
ZTF18acbujhw,39.616107,29.7590083
ZTF20acumekm,39.6699877,-26.98787
ZTF22aaagrlj,39.7933449,1.1433352
ZTF19acbuujf,39.8478361,12.6804824
ZTF20acqksdi,40.0852135,-1.4468859
ZTF21aceccve,40.0958932,-18.4370196
ZTF22aazpfxt,40.1012652,-17.2383334
ZTF20acuxpwz,40.1061214,-1.1967869
ZTF21acizbmv,40.3043499,0.5483
ZTF18aboefvi,40.318596,20.5046108
ZTF20abxfiev,40.3551687,13.3395255
ZTF22abqkzuq,40.4292162,-22.8142491
ZTF21abpmirq,40.433089,-2.2472125
ZTF20acimjmc,40.4765159,46.6699633
ZTF19abgmjtu,40.5648382,5.7560821
ZTF20abywzvj,40.6333798,-0.9631031
ZTF18acbvgtu,40.6395315,-9.4679947
ZTF20acyntiu,40.6460536,9.024995
ZTF20abyfmjr,40.6883241,38.0837463
ZTF18abtgkdo,40.7151664,21.5117372
ZTF20acxnxbh,40.7257743,-17.0029976
ZTF22abgndif,40.747363,17.2104684
ZTF22aayvaoa,40.7493495,-19.1946022
ZTF18achbllm,40.7795498,14.6547659
ZTF20acxdawc,40.8616219,16.6629483
ZTF23aaashjq,40.8627559,2.167453
ZTF21acdvban,40.8679305,-8.4783394
ZTF18abnzocn,41.029631,37.5243129
ZTF18acslpba,41.0342702,-9.45174
ZTF20acchxpm,41.0570117,-2.9042023
ZTF21abvdazf,41.0590834,10.2562362
ZTF20abylbuf,41.0866933,14.9213288
ZTF19abqmjdq,41.1283048,14.9182707
ZTF22aayjsls,41.2000977,-8.4522819
ZTF19acrdqej,41.20935,36.9059512
ZTF20actpuan,41.2156179,46.1655351
ZTF21acjgqjl,41.2701332,36.7118982
ZTF18abtrvkm,41.4972281,42.5415257
ZTF20abexyxk,41.5272472,37.9725198
ZTF22abtjcbg,41.5335636,-26.9240494
ZTF19aaywazj,41.5844014,44.9549989
ZTF22aayjsro,41.6336854,-1.6105291
ZTF22abggmuu,41.6505691,4.9221678
ZTF22aazdxtl,41.6593156,-20.5884968
ZTF20aagzqsb,41.6719194,7.7545379
ZTF19abqgwuy,41.7298937,-24.8066231
ZTF18adathpb,41.7313394,39.6010306
ZTF21aamnngb,42.067204,50.7989649
ZTF20actddoh,42.068443,-10.2520653
ZTF19aakluwr,42.2436781,26.503785
ZTF22aayfpso,42.3407664,42.880895
ZTF22abmxzxm,42.6067533,5.7937776
ZTF19acyfakk,42.696108,33.5125915
ZTF20acosehg,42.7353638,35.0692496
ZTF22abfzaed,42.7431412,41.0620622
ZTF22aaokitb,42.7502535,37.2916753
ZTF23aabmevr,42.7946893,45.1546319
ZTF20abnwozf,42.8036141,13.1918728
ZTF20abthxfr,42.83596,45.0828408
ZTF20acqlfwb,42.8913779,13.0215742
ZTF18acskxpn,42.9623638,43.6147407
ZTF22aaagrex,43.1213896,11.1040923
ZTF20acikuon,43.2095803,-1.2311023
ZTF22abymzuk,43.3035846,-13.5002942
ZTF22abggmtd,43.3184047,25.0970051
ZTF19abjgbmo,43.3719031,-11.5420629
ZTF22aaakxxu,43.4521866,-10.397752
ZTF22abzwebp,43.5087507,50.6551986
ZTF22abiyjlx,43.5709185,44.637813
ZTF20acqzjqz,43.7460574,4.0602186
ZTF18abyxwrf,43.9000728,43.0575756
ZTF23aaaihae,43.9233459,31.1919292
ZTF22abggmae,43.9387808,2.2820585
ZTF20aaivjce,43.9493118,15.1003421
ZTF20abnvdem,43.962678,13.0248188
ZTF20abhjghg,43.993015,38.1108212
ZTF19acdgwhq,44.035276,15.2130775
ZTF20abqfgee,44.035844,16.1779636
ZTF22abmifhv,44.0945718,74.8139039
ZTF19abegruk,44.1121042,29.5442885
ZTF22abyskhb,44.1515768,-13.3420413
ZTF19aaywatq,44.1636407,47.5261096
ZTF21abplsmq,44.19491,10.4236124
ZTF18accjqzu,44.2058696,13.4638825
ZTF19acrenwk,44.2265884,13.1698138
ZTF22abcklkb,44.3424438,10.3251676
ZTF20aclkcuu,44.3916906,13.4753342
ZTF21abqvzbi,44.4316359,6.5721916
ZTF20acoojba,44.4439682,-20.7210768
ATLAS22ake,44.451525,-14.885338888888889
ZTF22aaauzzc,44.4517373,-14.8854371
ZTF21abgzpii,44.4717497,42.0173631
ZTF21abxniow,44.5085005,-13.6011429
ATLAS21bngb,44.58104583333333,3.7381722222222233
ZTF20aanbfbf,44.6651443,40.8846752
ZTF19adbnlki,44.6762083,32.5730364
ZTF22abclcse,44.6826938,9.9520444
ZTF20actfeym,44.7422189,9.9642988
ZTF19abkftvd,44.7753342,-18.6714285
ZTF18abupiap,44.833337,-14.0998133
ZTF20acowpur,44.8697413,5.0220776
ZTF20aczacag,44.9285761,33.1596314
ZTF19acapeun,45.0017028,30.9884565
ZTF19abqmpsr,45.084465,18.7436834
ZTF21acdcxfz,45.1315256,-14.9556993
ZTF19acgcdas,45.3555148,4.239299
ZTF19adbpulv,45.3828863,16.6813885
ZTF19abzyvfi,45.563517,20.530871
ZTF23aapnnuq,45.5830304,23.843998
ZTF20aclkyjg,45.8774577,-22.9538274
ZTF21aceenyc,45.8799689,27.6822092
ZTF18abwkczr,45.8840389,9.3942495
ZTF20absvwdh,45.9903242,3.4579779
ZTF19acbunmk,46.0828489,-2.3062259
ZTF22abfstwn,46.1003302,-21.1242046
ZTF20acvbvyb,46.2113567,-1.1805975
ZTF18acslhcq,46.2943761,21.1354089
ZTF19acoaoty,46.3715549,23.5227792
ZTF20abxkjxg,46.4469781,-0.1615258
ZTF19abvgwvp,46.493644,-0.3170232
ZTF18acbvgqw,46.5125559,-15.6114848
ZTF20aafqpum,46.5270046,13.9134528
ZTF22abdbjgc,46.5364679,-11.5529765
ZTF20abxqtyg,46.5925078,-9.87810055
ZTF18abrytwr,46.6117388,41.2137607
ZTF20acjfimy,46.7013112,26.8249713
ZTF22aaagxev,46.7171714,24.5055097
ZTF18acsblap,46.7297884,41.5090499
ZTF22abgudql,46.7537311,-11.9831572
ZTF21accyvil,46.7690057,-15.4263072
ZTF20actskcf,46.8359245,4.3905909
ZTF20aalkcea,46.8522275,-13.6504122
ZTF20acqztpi,47.0509795,-11.7315969
ZTF21aambvzd,47.0603201,38.3774204
ZTF19acexijn,47.1342815,-10.0407781
ZTF18acbvgry,47.1617725,-19.7784859
ZTF20acauthg,47.2417384,15.1733224
ZTF22abpyder,47.325329,10.1175205
ZTF17aacldgo,47.3514689,-4.8942489
ZTF20abzkzcw,47.4478882,5.9431196
ZTF21abpltyn,47.7354764,38.2125855
ZTF21aaaecrv,47.7736964,-25.9994234
ZTF19aamtima,47.9198891,36.0693203
ZTF19acwrujg,47.945871,38.4608764
ZTF18abzzkyg,47.9481237,-15.7686513
ZTF21abuffew,47.9893612,7.8897314
ZTF21acorzmv,47.9938228,2.8466869
ZTF20aapdgaw,48.0817844,41.2821639
ZTF20abjgfac,48.1063202,19.2529126
ZTF22aaokiud,48.1960687,41.8203107
ZTF21aceyqog,48.2127772,-13.7018645
ZTF20aaewban,48.227135,-17.7132393
ZTF19ablpfhz,48.2316981,36.3936932
ZTF20aahtral,48.2366108,-11.6287745
ZTF22abfyzir,48.3587989,19.7892098
ZTF18abuykiz,48.3889928,-15.2553002
ZTF19aceeexa,48.4220494,2.59658
ZTF22abwmnow,48.5774096,46.0291989
ZTF20acvcnki,48.6653384,25.574016
ZTF19acyltbi,48.6672892,-0.8714505
ZTF22abyivov,48.6873849,-16.6348882
ZTF21ackqbow,48.7426704,4.9074658
ZTF19abxjimu,48.826371,42.6954256
ZTF21acptcir,48.9743665,-23.0448008
ZTF21acoshvy,49.1551411,44.1449522
ZTF23aabfyfn,49.2353802,-26.6925281
ZTF18acmycnd,49.35289225,38.04435815
ZTF21acbcjwa,49.4156771,35.3955516
ZTF19abwsecm,49.5991596,-1.9304441
ZTF19acjdwqv,49.8070045,7.5863005
ZTF21ackhddc,49.9028037,-27.4939987
ZTF19acnkeji,49.927099,35.6542595
ZTF18acrtykk,49.9739476,20.5096509
ZTF19acpgaet,50.3277892,18.1552188
ZTF20acpdrab,50.3620855,3.6065068
ATLAS21bngc,50.41608333333333,-6.636269444444444
ZTF22abikqri,50.4674444,-25.6833341
ZTF20acrufey,50.5059716,38.0548496
ZTF20acrerzb,50.6124536,-3.8186479
ZTF18abwbtco,50.8706673,25.5708399
ZTF20abxtiyh,50.9536764,-14.4160802
ZTF23aaanqbb,51.0016745,12.248589
ZTF18acebefc,51.0685642,16.1780374
ZTF18acuimze,51.3359402,2.994378
ZTF19aaeflme,51.4279308,41.241584
ZTF18acsyzca,51.5089167,-17.5629678
ZTF22abgaymw,51.5191199,-16.7209463
ZTF20abvtozi,51.6236509,33.7486214
ZTF21acjgqdb,51.6292758,-2.1207237
ZTF19acyftrs,51.6765893,-23.4988519
ZTF19abplfxs,51.6906685,1.1833024
ZTF18achohst,51.8156168,8.71092145
ZTF22abzvyku,51.8541369,-17.6306628
ZTF22abcknjm,51.9273893,-12.678458
ZTF21acapxdf,51.9290114,39.4671937
ZTF20abushtf,52.0683286,36.7995468
ZTF19acjjwsy,52.0940429,73.7787336
ZTF19acmgyka,52.1016504,44.4850179
ZTF22abgnagw,52.1512174,5.7893067
ZTF21aajmkrd,52.2005793,0.9187483
ZTF18acwvdoo,52.2177694,-21.8889721
ZTF21acedzag,52.2374031,5.2534961
ZTF19acxhkvc,52.3338021,37.8413734
ZTF18abuykiu,52.3931454,-19.6947124
ZTF21acmvuhu,52.5156669,-9.6970039
ZTF20acplqek,52.6663728,3.0973447
ZTF20aasjzgc,52.9047864,40.1088054
ZTF21acjgmiy,53.0523873,11.282599
ZTF20abpuyau,53.0896859,38.1195514
ZTF18aczqtpt,53.2589552,25.5994884
ZTF20acmntog,53.3081596,-14.6764723
ZTF18abwbaim,53.3583306,-18.8355919
ZTF20aamizsz,53.4554796,-19.5623849
ZTF20aczaawu,53.5084478,-16.3522529
ZTF18adbntwo,53.5755495,1.0821045
ZTF18adbckox,53.5924666,-1.589973
ZTF21abiatkr,53.5937828,39.3641058
ZTF20absitlr,53.6371365,-4.8105037
ZTF19acgogcm,53.7128241,-2.8303077
ZTF20adadmsg,53.7853075,-8.5918673
ZTF21acmixed,53.8856862,-28.5142939
ZTF19abjgdko,54.0825048,14.2369227
ZTF22aaryrrl,54.1989064,41.7116619
ZTF20abvycao,54.2355507,2.7803536
ZTF19abywqza,54.338344,5.3546758
ZTF20aaesewy,54.4529579,3.2721375
ZTF19acblzux,54.4891454,-5.0007289
ZTF22abjaqoq,54.5391308,36.2775472
ZTF19abkgbul,54.5607927,10.0833527
ZTF19abqxzok,54.5753407,41.2942677
ZTF21aceepnp,54.6675642,38.0216084
ZTF20acxcxkz,54.6676184,-27.1969105
ZTF18acmyihj,54.66817625,7.66354605
ZTF19ablpxtf,54.7236778,66.2951676
ZTF21abpxuss,54.754405,41.6408742
ZTF22abfspdz,54.789786,-17.1458522
ZTF22abysjzw,54.7968395,-18.3644539
ZTF18acslknd,54.8133891,14.4603759
ZTF21abtcftb,54.8746555,-18.6917521
ZTF22abmiohu,54.8841614,-17.6643862
ZTF18abtsuqv,54.8964052,-6.3250576
ZTF20aaepsqa,54.9146571,7.3016328
ZTF20abvykmy,54.996835,-4.0666326
ZTF20acvohfs,55.1936557,-1.3879722
ZTF21acjtxgr,55.2117384,14.3972062
ZTF22abxzuje,55.2880891,-2.8485667
ZTF23aaawixk,55.2889171,16.492192
ZTF18abvtltw,55.304767850000005,-19.282917750000003
ZTF19aaabmng,55.5808399,30.1589903
ZTF22abghdno,55.6707605,-12.8333567
ZTF21abskgap,55.726665,46.0281574
ZTF19abqrrto,55.8037526,40.1655681
ZTF18acszgnm,55.850634,-6.3934645
ZTF20acllntr,55.8908436,-11.3260631
ZTF20abxyaxt,55.9848763,-20.5278648
ZTF21aacpasn,55.9976082,33.9179865
ZTF21abvxguf,56.0285445,-11.6114575
ZTF18acvrfvv,56.0998944,41.9954645
ZTF22abqfekp,56.144011,-27.5092898
ZTF19abpnsck,56.1586179,-20.1700013
ZTF22abaadbc,56.1620509,18.2004054
ZTF21abuxuxj,56.1731338,-10.1947591
ZTF19abqanpy,56.2643142,41.9983765
ZTF20aabcouv,56.3441806,4.2703022
ZTF22acablwr,56.4601963,-19.305891
ZTF19abtsrup,56.5066351,-20.507825
ZTF21acmwjza,56.5305062,34.5822777
ZTF19abuclhk,56.6263542,41.972494
ZTF22aaahbrf,56.6477436,12.9894444
ZTF19acchjle,56.7953265,-10.9947602
ZTF20acisynr,57.059793,-21.792236
ZTF21aaaekuh,57.1038225,-22.6019628
ZTF19abrogbl,57.2491235,0.9269067
ZTF19acgxbwo,57.5834774,30.0350198
ZTF19acyogvo,57.6542054,36.4932253
ZTF19aakpmry,57.8361682,-18.3137721
ZTF21acbntop,57.8525963,-17.3287437
ZTF20acqlcge,57.9041992,-10.0562546
ZTF20acjetyf,57.9042976,-10.0563011
ZTF20aamiwbp,58.0261893,22.6057741
ZTF19abzlsbl,58.0446557,-8.5063724
ZTF19abfvpkq,58.1602728,35.7752704
ZTF22aazprmk,58.2763308,-5.23725
ZTF20abvycvf,58.5663561,15.9285819
ZTF19acchtyp,58.7921744,25.3430209
ZTF19adbsciy,58.8149091,20.4830327
ZTF22abnuakd,59.0450061,32.0578967
ZTF18abwktmm,59.2600699,-8.5027085
ZTF22aacfhxo,59.4135611,36.7865714
ZTF23aaaatee,59.4154654,36.7873095
ZTF21aceqhth,59.5644751,-18.5637454
ZTF20aaeszsm,59.9230338,26.5888778
ZTF20abujoya,59.9253131,26.589594
ZTF20acplpur,59.9814941,-12.2377884
ZTF19acgouje,59.9944498,-27.7039493
ZTF20acisbek,60.0061531,-24.6002878
ZTF19acvmfeg,60.1815189,-9.0004556
ZTF21ablxfwc,60.1817079,21.0545556
ZTF19acdihrz,60.1894476,-7.0384828
ZTF23aacjjdz,60.3156753,28.5929918
ZTF20achtzug,60.3174193,31.734244
ZTF22abmygmc,60.3505159,-14.9152374
ZTF21abrpeix,60.6220177,12.5954258
ZTF19aacqeai,60.6822101,19.5034849
ZTF21abrpdsp,60.932551,13.2455086
ZTF21abzkgvc,61.269154,-1.9577596
ZTF19abqlrtb,61.2707035,-6.6048634
ZTF22abyjewt,61.4016263,-5.3140262
ZTF20abzettb,61.8502374,30.2887096
ZTF20aaprrgg,62.0195924,-6.300333
ZTF18abvtcts,62.0342011,-8.8334124
ZTF19adbsfpf,62.1596096,22.8933088
ATLAS22ahx,62.1616,-5.654588888888889
Gaia22aan,62.18920833333333,0.2184
ZTF22abtynjl,62.2901314,17.1164271
ZTF20acxooam,62.3492676,-12.6695904
ZTF21absjlur,62.5825684,22.5779404
ZTF19abymhad,62.7623688,-16.512489
ZTF22abnlhqb,62.7916888,-8.2599651
ZTF21aagmogi,62.7946691,-1.8689653
ZTF21aaaalaf,62.9783927,16.8031495
ZTF22aatrbvj,62.992046,25.8842542
ZTF19aainjqn,63.0624621,-6.702529
ZTF21aapdphm,63.1972802,36.897251
ZTF21achxzrj,63.2713846,-5.4485736
ZTF20aabcnkx,63.358404,-5.603504
ZTF19abylxyt,63.4037116,26.579
ZTF18acpuxuh,63.4793601,-6.2767505
ZTF22abhuvug,63.6772495,-16.5928026
ZTF20acndqhk,63.7165632,23.70018655
ZTF22abmmvxz,63.7809786,-0.9332608
ZTF19acyqdxa,63.9174033,-5.9184191
ZTF20acwilfu,64.1717911,-24.8349464
ZTF22abmdqzf,64.1733931,-12.1836075
ZTF21aahtmlu,64.1774977,73.7933714
ZTF19acnkvzl,64.3672479,10.28214
ZTF19acsvqrx,64.4214182,-3.5122031
ZTF20aclczbr,64.431279,-26.3851465
ZTF19abpavsn,64.5435652,-4.4112821
ZTF23aacixpo,64.5511769,-22.8143954
ZTF19acbmjrp,64.5698716,-0.1311254
ZTF21abxfyaw,64.6615225,35.6606156
ZTF21abxnjeg,64.7246618,-10.8694387
